,property_id,lat,lng,addr_street,suburb,price,year,property_type,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
37,83218.0,-37.89222336,145.2480621,5 Coringa Court,KNOXFIELD,5600000.0,2009.0,house,3.0,1.0,1.0,SC_049,5291.49,19868,4308.14,55.0,0,hospital_002,4457.11,S_027,1583.33
38,47619.0,-37.707142,145.153849,9 Helene Street,ELTHAM,7875000.0,2011.0,house,4.0,2.0,2.0,SC_051,3762.06,19987,889.09,44.0,0,hospital_075,4231.68,S_194,948.04
39,26305.0,-37.589629,144.93996,3 Bingin Place,CRAIGIEBURN,4970000.0,2013.0,house,3.0,2.0,2.0,SC_110,950.81,40221,1388.72,45.93,0,hospital_104,7012.9,S_178,716.32
40,35663.0,-37.707004,145.017272,83 Miranda Road,RESERVOIR,5500000.0,2011.0,house,3.0,1.0,2.0,SC_047,3694.74,20009,690.2,33.08,0,hospital_139,2060.47,S_225,2234.06
41,78737.0,-37.944291,145.151639,18 Watt Street,SPRINGVALE,8320000.0,2011.0,house,3.0,1.0,1.0,SC_073,5196.06,19913,602.23,43.96,0,hospital_076,3704.66,S_075,1022.96
42,62044.0,-37.783661,145.251354,5 Forest Court,RINGWOOD,4672000.0,2012.0,house,4.0,2.0,2.0,SC_022,3276.65,19878,2887.31,50.64,0,hospital_164,2708.41,S_157,1543.11
43,21500.0,-37.770957,144.970608,7 Pitt Street,BRUNSWICK,10571000.0,2014.0,house,4.0,2.0,2.0,SC_103,4450.34,19968,1034.58,21.0,0,hospital_144,1614.94,S_138,939.68
44,96138.0,-37.910944,145.044869,7 Creswick Grove,MCKINNON,22230000.0,2016.0,house,4.0,2.0,2.0,SC_041,3157.27,19940,581.33,36.5,0,hospital_159,2306.3,S_107,986.17
45,95078.0,-37.907239,145.035781,2 Queen Street,ORMOND,10142000.0,2013.0,house,4.0,2.0,2.0,SC_041,3210.16,19940,407.06,36.5,0,hospital_126,1619.07,S_107,1476.52
46,46948.0,-37.723153,145.139843,28 Cromwell Street,ELTHAM,9360000.0,2016.0,house,3.0,1.0,1.0,SC_051,5780.29,19987,1279.23,44.0,0,hospital_075,3602.32,S_194,1838.43
47,89026.0,-37.946987,145.035142,8 Baldwin Street,HIGHETT,18700000.0,2015.0,house,5.0,3.0,1.0,SC_079,572.74,19872,612.06,39.58,0,hospital_110,1557.74,S_069,572.49
48,50378.0,-37.776566,145.087867,70 Thompsons Road,BULLEEN,6552000.0,2010.0,house,3.0,1.0,1.0,SC_009,1266.24,19935,3229.5,26.18,0,hospital_194,2432.99,S_154,1158.87
49,84419.0,-37.852446,145.002251,85 Williams Road,PRAHRAN,8595000.0,2014.0,house,3.0,1.0,1.0,SC_066,953.99,19947,874.46,20.58,0,hospital_012,393.21,S_115,557.08
50,13334.0,-37.713759,144.776636,6 Ryan Road,DELAHEY,4394000.0,2011.0,house,3.0,1.0,1.0,SC_107,3099.79,20000,1422.5,39.06,0,hospital_057,6178.37,S_094,1275.33
51,40088.0,-37.696907,145.041224,22 Neilsen Crescent,BUNDOORA,4200000.0,2011.0,house,3.0,1.0,2.0,SC_047,4733.99,20008,2594.26,36.08,0,hospital_037,1514.37,S_155,1217.52
52,16353.0,-37.713789,144.948019,11 Talbot Street,HADFIELD,6656000.0,2012.0,house,3.0,1.0,1.0,SC_030,2080.67,19962,1106.92,33.0,0,hospital_139,4426.46,S_004,1111.31
53,9758.0,-37.894925,144.637365,18 Coventry Drive,WERRIBEE,6260000.0,2010.0,house,3.0,1.0,1.0,SC_012,3344.61,19921,2144.59,39.75,0,hospital_073,4199.26,S_050,2749.85
54,74381.0,-37.880385,145.019518,6 Harcourt Avenue,CAULFIELD,15000000.0,2011.0,house,2.0,1.0,2.0,SC_023,2103.57,19954,1706.69,16.94,0,hospital_080,540.3,S_166,741.01
55,46802.0,-37.70493,145.137453,2 Wakefield Close,ELTHAM NORTH,11220000.0,2010.0,house,3.0,2.0,2.0,SC_051,3995.11,19987,1324.58,44.0,0,hospital_075,2781.89,S_194,2128.55
56,56701.0,-37.85736465,145.1308594,413 Highbury Road,BURWOOD,8880000.0,2009.0,house,3.0,1.0,1.0,SC_067,3770.47,19875,2006.71,29.93,0,hospital_047,1624.85,S_097,598.26
57,11679.0,-37.717879,144.827494,11 Green Gully Road,KEILOR,7345000.0,2014.0,house,3.0,2.0,3.0,SC_107,2057.15,20001,3231.76,36.06,0,hospital_005,4871.52,S_222,2380.46
58,32096.0,-37.732961,145.002931,18 Spencer Street,PRESTON,10230000.0,2016.0,house,3.0,2.0,2.0,SC_103,742.29,20011,507.6,29.0,0,hospital_139,1766.38,S_085,464.33
59,22108.0,-37.747276,144.94939,171 Reynard Street,COBURG,8021000.0,2014.0,house,2.0,1.0,1.0,SC_030,1656.55,19965,1344.73,28.0,0,hospital_084,1097.46,S_172,1528.03
60,90940.0,-37.974183,145.062576,69B Latrobe Street,CHELTENHAM,5625000.0,2013.0,house,4.0,1.0,2.0,SC_003,2349.15,19865,884.86,38.9,0,hospital_133,873.31,S_011,821.6
61,62630.0,-37.8214798,145.2462921,19 Bedford Court,HEATHMONT,3304000.0,2008.0,house,3.0,1.0,0.0,SC_032,1818.09,19871,776.84,45.91,0,hospital_105,1185.45,S_190,1778.55
62,8965.0,-37.882032,144.755198,2 Loretta Crt,SEABROOK,2610000.0,2009.0,house,4.0,1.0,2.0,SC_092,2630.48,46468,1516.05,32.75,0,hospital_073,6648.54,S_001,1762.74
63,59584.0,-37.80940247,145.1851349,2/ 396 Springfield Road,MITCHAM,4770000.0,2009.0,house,3.0,2.0,1.0,SC_088,1207.89,19900,1131.25,39.5,0,hospital_070,764.47,S_202,1795.16
64,19847.0,-37.671638,144.90878,8 Yarck Court,WESTMEADOWS,2400000.0,2010.0,house,3.0,1.0,1.0,SC_072,2608.66,20030,1588.88,36.88,0,hospital_104,2546.69,S_153,1342.25
65,7710.0,-37.780935,144.805308,10 Yallourn Street,ARDEER,4080000.0,2012.0,house,4.0,2.0,1.0,SC_102,2491.49,20004,1745.15,28.06,0,hospital_057,2415.23,S_130,1855.61
66,53413.0,-37.818458,144.993551,5 Union Street,RICHMOND,24320000.0,2016.0,house,3.0,1.0,2.0,SC_068,1939.91,19978,433.14,6.76,0,hospital_146,92.72,S_076,1001.82
67,5926.0,-37.78600311,144.8577423,99 Churchill Avenue,BRAYBROOK,4125000.0,2009.0,house,3.0,1.0,0.0,SC_043,914.21,20022,1544.09,21.6,0,hospital_174,2403.93,S_149,914.52
68,76151.0,-37.896517,145.094002,3B The Avenue,OAKLEIGH,9400000.0,2014.0,house,3.0,2.0,2.0,SC_087,1414.75,19917,659.04,33.85,0,hospital_166,1095.03,S_026,1342.54
69,26916.0,-37.573322,144.917473,41A Huntington Drive,CRAIGIEBURN,4140000.0,2015.0,house,4.0,2.0,2.0,SC_005,297.31,40221,3906.38,45.93,0,hospital_104,8617.07,S_178,2724.68
70,10559.0,-37.7942946,144.9188474,42 The Crescent,KENSINGTON,8749000.0,2011.0,house,4.0,2.0,1.0,SC_011,1347.39,20026,824.01,10.67,0,hospital_114,1011.56,S_086,1122.03
71,8426.0,-37.755034,144.791753,32 Nobel Banks Drive,CAIRNLEA,4041000.0,2015.0,house,3.0,2.0,2.0,SC_107,3380.24,20002,1347.47,33.06,0,hospital_057,2092.05,S_159,419.68
72,86776.0,-37.901358,144.99809,45 Orchard Street,BRIGHTON,16800000.0,2010.0,house,3.0,1.0,1.0,SC_015,3944.15,19952,558.22,20.0,0,hospital_198,1264.44,S_151,818.99
73,13758.0,-37.74259186,144.8924866,119a Deakin Street,ESSENDON,7634000.0,2009.0,house,3.0,1.0,1.0,SC_082,1498.36,20036,2556.66,23.88,0,hospital_184,1108.52,S_197,1596.69
74,75086.0,-37.901257,145.068068,37 Beauville Avenue,MURRUMBEENA,11544000.0,2014.0,house,3.0,1.0,1.0,SC_087,1858.43,19918,1099.98,31.85,0,hospital_159,2329.62,S_015,1825.39
75,5610.0,-37.781334,144.850491,2/8 Burnett Avenue,BRAYBROOK,7800000.0,2016.0,house,3.0,2.0,2.0,SC_102,1492.63,20021,1744.63,25.67,0,hospital_174,1632.0,S_080,1530.74
76,85619.0,-37.895698,145.012101,4 Rupert Street,ELSTERNWICK,15100000.0,2016.0,house,3.0,2.0,1.0,SC_023,3466.47,19953,705.61,19.0,0,hospital_013,118.27,S_193,1106.68
77,38254.0,-37.776068,145.027799,36 Mercil Road,ALPHINGTON,18200000.0,2015.0,house,3.0,2.0,2.0,SC_001,1529.46,19931,399.35,20.08,0,hospital_039,1437.71,S_219,1502.6
78,23070.0,-37.754814,144.972237,68 Moore Street,COBURG,10000000.0,2011.0,house,3.0,1.0,1.0,SC_103,3116.78,19966,917.28,26.0,0,hospital_144,189.44,S_173,1462.89
79,61478.0,-37.820874,145.228,2 Haig Street,RINGWOOD,13748000.0,2016.0,house,3.0,1.0,1.0,SC_032,906.85,19902,561.69,43.22,0,hospital_105,1712.38,S_040,995.35
80,53579.0,-37.82988358,145.0074921,62 Adam Street,BURNLEY,6345000.0,2009.0,house,2.0,1.0,1.0,SC_038,1191.58,19906,258.69,12.77,0,hospital_122,1150.62,S_102,1166.67
81,37113.0,-37.647751,145.053634,231 McDonalds Road,EPPING,8480000.0,2015.0,house,4.0,2.0,2.0,SC_062,2842.55,45795,1191.26,45.83,0,hospital_053,3301.07,S_083,1856.55
82,95093.0,-37.92409134,145.0408936,2/108 Jasper Road,BENTLEIGH,4680000.0,2009.0,house,3.0,1.0,1.0,SC_046,1729.8,19938,490.58,39.42,0,hospital_110,1060.68,S_107,518.73
83,17740.0,-37.69972229,144.907196,80 Valley Crescent,GLENROY,4830000.0,2009.0,house,4.0,1.0,1.0,SC_059,2340.82,20031,917.78,34.88,0,hospital_184,4743.31,S_209,1636.67
84,68123.0,-37.846624,145.017419,5 Grant Avenue,TOORAK,3680000.0,2012.0,house,4.0,2.0,1.0,SC_038,1050.21,19946,555.52,22.58,0,hospital_132,1122.09,S_102,1067.23
85,67240.0,-37.744566,145.346432,22 The Gateway,LILYDALE,8891000.0,2012.0,house,4.0,2.0,2.0,SC_084,3235.44,19876,1224.3,59.67,0,hospital_151,1267.57,S_233,1528.05
86,43563.0,-37.709,145.087733,19 Thompson Street,WATSONIA,6370000.0,2014.0,house,3.0,1.0,1.0,SC_017,5473.3,19984,409.72,33.87,0,hospital_075,1654.11,S_020,1187.1
87,57111.0,-37.819244,145.086573,196 Mont Albert Road,CANTERBURY,8534000.0,2010.0,house,3.0,1.0,1.0,SC_099,2572.62,19894,591.6,30.64,0,hospital_117,2720.74,S_136,2136.04
88,92031.0,-37.97993,145.080777,16 Derwent Street,MENTONE,7600000.0,2013.0,house,4.0,2.0,2.0,SC_003,1219.95,19865,1386.59,38.9,0,hospital_133,1248.71,S_003,559.92
89,22255.0,-37.7473288,144.961137,20 Chandos Street,COBURG,12070000.0,2012.0,house,4.0,2.0,1.0,SC_030,1923.32,19965,587.59,28.0,0,hospital_084,791.05,S_173,691.45
90,4035.0,-37.844334,144.87259,1/57 Challis Street,NEWPORT,7645000.0,2014.0,house,3.0,1.0,2.0,SC_033,3003.77,19994,984.42,20.61,0,hospital_141,2611.93,S_056,2504.9
91,28633.0,-37.802804,144.988908,49 Campbell Street,COLLINGWOOD,7950000.0,2013.0,house,2.0,1.0,0.0,SC_008,1956.33,19976,466.99,9.76,0,hospital_170,922.34,S_175,446.1
92,16755.0,-37.704279,144.910337,2/29 Belair Avenue,GLENROY,4750000.0,2016.0,house,3.0,2.0,1.0,SC_010,2329.38,20032,606.91,32.88,0,hospital_184,4257.68,S_209,1218.46
93,23558.0,-37.651031,144.899346,3 Kinross Court,GREENVALE,5112000.0,2011.0,house,4.0,2.0,2.0,SC_075,2004.26,44817,2602.48,39.93,0,hospital_104,1857.47,S_211,1978.47
94,52888.0,-37.826583,144.994173,28 White Street,CREMORNE,8220000.0,2010.0,house,2.0,1.0,0.0,SC_038,1989.31,19907,255.16,6.0,0,hospital_146,990.87,S_076,1894.33
95,31480.0,-37.756981,145.016211,8 Harry Street,THORNBURY,12150000.0,2014.0,house,3.0,1.0,2.0,SC_103,2307.81,20014,1567.24,23.0,0,hospital_035,988.78,S_105,1287.92
96,37624.0,-37.648124,145.050462,6 Pindari Avenue,EPPING,6608000.0,2016.0,house,3.0,1.0,2.0,SC_062,3113.53,45795,1465.01,45.83,0,hospital_053,3018.47,S_096,2124.74
97,38715.0,-37.772845,145.046341,2/43 Marshall Street,IVANHOE,6848000.0,2010.0,house,1.0,1.0,1.0,SC_001,679.37,19933,446.84,22.53,0,hospital_039,1728.63,S_219,653.43
98,51095.0,-37.794745,145.13178,24 Larkspur Avenue,DONCASTER,8736000.0,2013.0,house,4.0,3.0,2.0,SC_091,993.23,20042,2872.73,30.44,0,hospital_154,2365.64,S_188,1100.77
99,79656.0,-37.991484,145.185236,14 Finchaven Avenue,KEYSBOROUGH,7225000.0,2013.0,house,3.0,1.0,2.0,SC_057,1053.43,19889,1574.97,50.57,0,hospital_096,1270.93,S_079,1134.9
100,8623.0,-37.760198,144.791679,7 Herronswood Road,CAIRNLEA,3178000.0,2013.0,house,3.0,2.0,2.0,SC_107,3914.52,20003,1602.98,31.06,0,hospital_057,2008.63,S_159,250.76
101,43768.0,-37.70631409,145.0827484,4 Princes St,WATSONIA,3536000.0,2007.0,house,4.0,1.0,2.0,SC_017,5645.15,19984,525.07,33.87,0,hospital_075,2040.32,S_020,1535.67
102,9254.0,-37.864929,144.722409,100 Federation Boulevard,TRUGANINA,4380000.0,2011.0,house,4.0,2.0,2.0,SC_053,2322.05,46468,2267.66,32.75,0,hospital_073,4000.83,S_007,1818.68
103,89405.0,-37.95210648,145.0163727,27 Codrington Street,SANDRINGHAM,16380000.0,2009.0,house,3.0,2.0,2.0,SC_079,2193.18,19948,1055.46,28.93,0,hospital_058,1069.57,S_214,900.14
104,86189.0,-37.91686,144.992017,157 New Street,BRIGHTON,7070000.0,2016.0,house,4.0,2.0,2.0,SC_046,4785.11,19951,422.27,22.0,0,hospital_156,567.95,S_009,371.51
105,25030.0,-37.60531616,144.9128113,10 Pinehurst Rise,CRAIGIEBURN,3765000.0,2008.0,house,3.0,2.0,2.0,SC_016,1387.84,40221,2718.68,45.93,0,hospital_104,5095.97,S_178,2253.67
106,2540.0,-37.808693,144.881955,83 Empress Avenue,KINGSVILLE,10472000.0,2015.0,house,4.0,1.0,0.0,SC_043,2456.68,20023,821.66,19.6,0,hospital_056,1771.91,S_201,1666.23
107,65655.0,-37.770562,145.32385,11 Arkarra Court,MOOROOLBARK,4185000.0,2010.0,house,3.0,2.0,2.0,SC_084,1634.15,19877,1873.09,54.5,0,hospital_113,2885.31,S_168,1362.31
108,31203.0,-37.75737381,144.9854279,37 Lewis Street,THORNBURY,8480000.0,2009.0,house,2.0,1.0,3.0,SC_103,2456.93,20014,1185.3,23.0,0,hospital_144,1203.67,S_105,1749.02
109,40568.0,-37.688676,145.071258,4 Noonan Street,BUNDOORA,12600000.0,2015.0,house,4.0,2.0,2.0,SC_062,4305.5,19984,2715.0,33.87,0,hospital_041,796.21,S_155,1825.22
110,61218.0,-37.809796,145.222853,12 Munro Street,RINGWOOD,8960000.0,2010.0,house,4.0,2.0,2.0,SC_032,619.16,19902,865.38,43.22,0,hospital_105,1784.78,S_040,571.65
111,71077.0,-37.851865,145.238278,12 Burlington Crescent,WANTIRNA,6838000.0,2013.0,house,4.0,2.0,2.0,SC_032,4432.6,19871,2678.18,45.91,0,hospital_179,982.5,S_226,2291.58
112,79464.0,-37.984154,145.153777,1 Ennismore Drive,KEYSBOROUGH,3762000.0,2010.0,house,3.0,2.0,2.0,SC_057,1963.12,19890,2770.91,48.83,0,hospital_096,1843.29,S_079,1916.12
113,46997.0,-37.717225,145.160606,3 Jelbart Court,ELTHAM,6036000.0,2012.0,house,3.0,2.0,2.0,SC_051,4849.25,19987,1197.78,44.0,0,hospital_075,5005.0,S_194,337.65
114,68338.0,-37.857763,145.027768,19 Stanhope Street,ARMADALE,30420000.0,2010.0,house,4.0,3.0,2.0,SC_023,2443.59,19945,756.21,23.58,0,hospital_092,694.72,S_235,288.31
115,32204.0,-37.737816,145.027184,2 Rita Street,PRESTON,6818000.0,2016.0,house,3.0,1.0,1.0,SC_047,287.82,20012,2349.03,27.0,0,hospital_090,1964.18,S_225,1443.09
116,12706.0,-37.69538879,144.7467957,22 Sainsbury Avenue,HILLSIDE,4620000.0,2008.0,house,3.0,2.0,2.0,SC_048,4208.34,20000,2495.21,39.06,0,hospital_057,9383.57,S_163,498.69
117,70087.0,-37.872328,145.106039,43 Salisbury Road,ASHWOOD,6684000.0,2013.0,house,3.0,1.0,1.0,SC_042,1393.72,19840,550.35,27.93,0,hospital_089,1960.37,S_112,1262.51
118,41168.0,-37.683415,145.057131,8 Grandiflora Grove,BUNDOORA,6570000.0,2015.0,house,3.0,2.0,2.0,SC_062,4327.91,20007,3790.7,38.08,0,hospital_041,1032.65,S_155,1713.2
119,27669.0,-37.569911,144.923282,71 Charteris Dr,CRAIGIEBURN,3544000.0,2016.0,house,4.0,2.0,2.0,SC_005,575.84,40221,3967.22,45.93,0,hospital_104,8996.41,S_178,2843.33
120,2677.0,-37.811329,144.889298,106 Gamon Street,YARRAVILLE,14300000.0,2014.0,house,4.0,2.0,2.0,SC_043,3137.42,19996,506.41,15.55,0,hospital_056,2043.93,S_201,1405.23
121,16510.0,-37.707445,144.906167,137 Loongana Avenue,GLENROY,4667000.0,2011.0,house,4.0,2.0,2.0,SC_010,1844.79,20032,1025.9,32.88,0,hospital_184,3881.15,S_209,1578.75
122,78506.0,-37.96160126,145.14711,1/743 Heatherton Road,SPRINGVALE,5330000.0,2007.0,house,4.0,2.0,2.0,SC_057,4159.13,19913,1456.65,43.96,0,hospital_124,2913.65,S_075,986.44
123,44976.0,-37.70068,145.095447,38 & 38A William Street,GREENSBOROUGH,7050000.0,2014.0,house,3.0,2.0,1.0,SC_062,5524.69,19985,1184.83,37.87,0,hospital_075,1042.88,S_020,604.2
124,90624.0,-37.961519,145.06964,38 Lorna Street,CHELTENHAM,7800000.0,2014.0,house,3.0,1.0,2.0,SC_003,2012.7,19866,1441.6,36.65,0,hospital_109,467.28,S_023,1234.43
125,17621.0,-37.704198,144.925864,7 St Agnes Court,GLENROY,8240000.0,2015.0,house,3.0,1.0,2.0,SC_010,3597.09,20032,762.19,32.88,0,hospital_184,4619.56,S_209,259.21
126,56979.0,-37.827408,145.078438,1/29 Logan Street,CANTERBURY,18000000.0,2016.0,house,3.0,2.0,2.0,SC_099,1825.96,19893,407.28,28.64,0,hospital_168,2921.87,S_160,1068.59
127,6992.0,-37.789534,144.838243,73 Monash Street,SUNSHINE,6090000.0,2011.0,house,2.0,1.0,2.0,SC_102,901.28,20021,484.84,25.67,0,hospital_174,1411.06,S_080,989.22
128,10542.0,-37.791754,144.922568,41 Woodruff Street,KENSINGTON,3498000.0,2011.0,house,1.0,1.0,1.0,SC_011,1186.72,20041,735.35,13.88,0,hospital_114,754.07,S_086,691.26
129,8830.0,-37.887299,144.760372,12 William Mcpherson Crescent,SEABROOK,5670000.0,2012.0,house,3.0,2.0,1.0,SC_092,2859.32,46468,2248.63,32.75,0,hospital_073,7167.34,S_001,2234.67
130,73148.0,-37.857261,145.270332,2 Davey Street,BORONIA,6579000.0,2016.0,house,4.0,2.0,2.0,SC_049,5309.62,19869,1285.16,53.0,0,hospital_002,274.75,S_024,1345.56
131,31534.0,-37.76314163,145.0156555,90 Speight Street,THORNBURY,9815000.0,2009.0,house,3.0,1.0,0.0,SC_001,2360.39,20015,1640.24,21.0,0,hospital_035,687.73,S_105,1710.4
